,X,Y,OBJECTID,STD_ZIP5,USPS_ZIP_PREF_CITY_1221,USPS_ZIP_PREF_STATE_1221,LATITUDE,LONGITUDE,LAT,LGT
0,-118.24986685,33.972728003,31866,90001,LOS ANGELES,CA,33.972728003,-118.24986685,33.972728003,-118.24986685
1,-118.24736441,33.949201626,31867,90002,LOS ANGELES,CA,33.949201626,-118.24736441,33.949201626,-118.24736441
2,-118.27334208,33.9645056910001,31868,90003,LOS ANGELES,CA,33.964505691,-118.27334208,33.964505691,-118.27334208
3,-118.30402836,34.075757357,31869,90004,LOS ANGELES,CA,34.075757357,-118.30402836,34.075757357,-118.30402836
4,-118.30129988,34.0591965410001,31870,90005,LOS ANGELES,CA,34.059196541,-118.30129988,34.059196541,-118.30129988
5,-118.29324257,34.0498872090001,31871,90006,LOS ANGELES,CA,34.049887209,-118.29324257,34.049887209,-118.29324257
6,-118.28810743,34.0289959780001,31872,90007,LOS ANGELES,CA,34.028995978,-118.28810743,34.028995978,-118.28810743
7,-118.3407938,34.011191878,31873,90008,LOS ANGELES,CA,34.011191878,-118.3407938,34.011191878,-118.3407938
8,-118.40632046,33.9384922040001,31874,90009,LOS ANGELES,CA,33.938492204,-118.40632046,33.938492204,-118.40632046
9,-118.30066775,34.061591691,31875,90010,LOS ANGELES,CA,34.061591691,-118.30066775,34.061591691,-118.30066775
10,-118.25874886,34.007284874,31876,90011,LOS ANGELES,CA,34.007284874,-118.25874886,34.007284874,-118.25874886
11,-118.24389,34.0590034210001,31877,90012,LOS ANGELES,CA,34.059003421,-118.24389,34.059003421,-118.24389
12,-118.24548305,34.046829341,31878,90013,LOS ANGELES,CA,34.046829341,-118.24548305,34.046829341,-118.24548305
13,-118.25247042,34.0442591950001,31879,90014,LOS ANGELES,CA,34.044259195,-118.25247042,34.044259195,-118.25247042
14,-118.26604508,34.0417987370001,31880,90015,LOS ANGELES,CA,34.041798737,-118.26604508,34.041798737,-118.26604508
15,-118.35363549,34.029454356,31881,90016,LOS ANGELES,CA,34.029454356,-118.35363549,34.029454356,-118.35363549
16,-118.26443488,34.0525494280001,31882,90017,LOS ANGELES,CA,34.052549428,-118.26443488,34.052549428,-118.26443488
17,-118.31556803,34.0288215370001,31883,90018,LOS ANGELES,CA,34.028821537,-118.31556803,34.028821537,-118.31556803
18,-118.33699143,34.04796609,31884,90019,LOS ANGELES,CA,34.04796609,-118.33699143,34.04796609,-118.33699143
19,-118.30170262,34.0665256980001,31885,90020,LOS ANGELES,CA,34.066525698,-118.30170262,34.066525698,-118.30170262
20,-118.23791213,34.0345950670001,31886,90021,LOS ANGELES,CA,34.034595067,-118.23791213,34.034595067,-118.23791213
21,-118.15507245,34.023603248,31887,90022,LOS ANGELES,CA,34.023603248,-118.15507245,34.023603248,-118.15507245
22,-118.19930973,34.0250201330001,31888,90023,LOS ANGELES,CA,34.025020133,-118.19930973,34.025020133,-118.19930973
23,-118.44037287,34.061832607,31889,90024,LOS ANGELES,CA,34.061832607,-118.44037287,34.061832607,-118.44037287
24,-118.44985784,34.0451583490001,31890,90025,LOS ANGELES,CA,34.045158349,-118.44985784,34.045158349,-118.44985784
25,-118.26526554,34.0771510860001,31891,90026,LOS ANGELES,CA,34.077151086,-118.26526554,34.077151086,-118.26526554
26,-118.29236502,34.104909736,31892,90027,LOS ANGELES,CA,34.104909736,-118.29236502,34.104909736,-118.29236502
27,-118.32746106,34.1007772180001,31893,90028,LOS ANGELES,CA,34.100777218,-118.32746106,34.100777218,-118.32746106
28,-118.29427013,34.0914808540001,31894,90029,LOS ANGELES,CA,34.091480854,-118.29427013,34.091480854,-118.29427013
29,-118.256432,33.9757000000001,31895,90030,LOS ANGELES,CA,33.9757,-118.256432,33.9757,-118.256432
30,-118.21235338,34.077952129,31896,90031,LOS ANGELES,CA,34.077952129,-118.21235338,34.077952129,-118.21235338
31,-118.17614913,34.0820300240001,31897,90032,LOS ANGELES,CA,34.082030024,-118.17614913,34.082030024,-118.17614913
32,-118.2093386,34.0480695300001,31898,90033,LOS ANGELES,CA,34.04806953,-118.2093386,34.04806953,-118.2093386
33,-118.40357866,34.0275044310001,31899,90034,LOS ANGELES,CA,34.027504431,-118.40357866,34.027504431,-118.40357866
34,-118.38243785,34.0537203850001,31900,90035,LOS ANGELES,CA,34.053720385,-118.38243785,34.053720385,-118.38243785
35,-118.35018638,34.0682359630001,31901,90036,LOS ANGELES,CA,34.068235963,-118.35018638,34.068235963,-118.35018638
36,-118.28761468,34.0028900030001,31902,90037,LOS ANGELES,CA,34.002890003,-118.28761468,34.002890003,-118.28761468
37,-118.32564455,34.0895841130001,31903,90038,LOS ANGELES,CA,34.089584113,-118.32564455,34.089584113,-118.32564455
38,-118.26083097,34.110133987,31904,90039,LOS ANGELES,CA,34.110133987,-118.26083097,34.110133987,-118.26083097
39,-118.15407641,33.996237567,31905,90040,LOS ANGELES,CA,33.996237567,-118.15407641,33.996237567,-118.15407641
40,-118.2062008,34.134982221,31906,90041,LOS ANGELES,CA,34.134982221,-118.2062008,34.134982221,-118.2062008
41,-118.19205575,34.1136114970001,31907,90042,LOS ANGELES,CA,34.113611497,-118.19205575,34.113611497,-118.19205575
42,-118.33315968,33.987456223,31908,90043,LOS ANGELES,CA,33.987456223,-118.33315968,33.987456223,-118.33315968
43,-118.29175164,33.9556703120001,31909,90044,LOS ANGELES,CA,33.955670312,-118.29175164,33.955670312,-118.29175164
44,-118.39285468,33.966042397,31910,90045,LOS ANGELES,CA,33.966042397,-118.39285468,33.966042397,-118.39285468
45,-118.358068,34.0969015860001,31911,90046,LOS ANGELES,CA,34.096901586,-118.358068,34.096901586,-118.358068
46,-118.30912888,33.95738628,31912,90047,LOS ANGELES,CA,33.95738628,-118.30912888,33.95738628,-118.30912888
47,-118.37271986,34.073811925,31913,90048,LOS ANGELES,CA,34.073811925,-118.37271986,34.073811925,-118.37271986
48,-118.47284349,34.0617366720001,31914,90049,LOS ANGELES,CA,34.061736672,-118.47284349,34.061736672,-118.47284349
49,-118.203593,34.120822,31915,90050,LOS ANGELES,CA,34.120822,-118.203593,34.120822,-118.203593
50,-118.256432,33.9757000000001,31916,90051,LOS ANGELES,CA,33.9757,-118.256432,33.9757,-118.256432
51,-118.240772,34.053507,31917,90053,LOS ANGELES,CA,34.053507,-118.240772,34.053507,-118.240772
52,-118.256432,33.9757000000001,31918,90054,LOS ANGELES,CA,33.9757,-118.256432,33.9757,-118.256432
53,-118.256771,34.040444,31919,90055,LOS ANGELES,CA,34.040444,-118.256771,34.040444,-118.256771
54,-118.36169294,33.9929903980001,31920,90056,LOS ANGELES,CA,33.992990398,-118.36169294,33.992990398,-118.36169294
55,-118.2772581,34.0622097,31921,90057,LOS ANGELES,CA,34.0622097,-118.2772581,34.0622097,-118.2772581
56,-118.23489634,33.997233055,31922,90058,LOS ANGELES,CA,33.997233055,-118.23489634,33.997233055,-118.23489634
57,-118.2478852,33.9285133560001,31923,90059,LOS ANGELES,CA,33.928513356,-118.2478852,33.928513356,-118.2478852
58,-118.256432,33.9757000000001,31924,90060,LOS ANGELES,CA,33.9757,-118.256432,33.9757,-118.256432
59,-118.27198165,33.9245319610001,31925,90061,LOS ANGELES,CA,33.924531961,-118.27198165,33.924531961,-118.27198165
60,-118.30857018,34.003877194,31926,90062,LOS ANGELES,CA,34.003877194,-118.30857018,34.003877194,-118.30857018
61,-118.18679646,34.043267595,31927,90063,LOS ANGELES,CA,34.043267595,-118.18679646,34.043267595,-118.18679646
62,-118.42977038,34.0350297850001,31928,90064,LOS ANGELES,CA,34.035029785,-118.42977038,34.035029785,-118.42977038
63,-118.22685453,34.109029644,31929,90065,LOS ANGELES,CA,34.109029644,-118.22685453,34.109029644,-118.22685453
64,-118.4297461,34.0022023380001,31930,90066,LOS ANGELES,CA,34.002202338,-118.4297461,34.002202338,-118.4297461
65,-118.4121817,34.0563900060001,31931,90067,LOS ANGELES,CA,34.056390006,-118.4121817,34.056390006,-118.4121817
66,-118.33271702,34.117086897,31932,90068,LOS ANGELES,CA,34.117086897,-118.33271702,34.117086897,-118.33271702
67,-118.38012351,34.089292003,31933,90069,WEST HOLLYWOOD,CA,34.089292003,-118.38012351,34.089292003,-118.38012351
68,-118.30613465,34.063436779,31934,90070,LOS ANGELES,CA,34.063436779,-118.30613465,34.063436779,-118.30613465
69,-118.25547485,34.051515442,31935,90071,LOS ANGELES,CA,34.051515442,-118.25547485,34.051515442,-118.25547485
70,-118.2918,34.1045120000001,31936,90072,LOS ANGELES,CA,34.104512,-118.2918,34.104512,-118.2918
71,-118.30605223,34.063443294,31937,90075,LOS ANGELES,CA,34.063443294,-118.30605223,34.063443294,-118.30605223
72,-118.30597805,34.063449156,31938,90076,LOS ANGELES,CA,34.063449156,-118.30597805,34.063449156,-118.30597805
73,-118.45389115,34.1074790320001,31939,90077,LOS ANGELES,CA,34.107479032,-118.45389115,34.107479032,-118.45389115
74,-118.331046,34.100157,31940,90078,LOS ANGELES,CA,34.100157,-118.331046,34.100157,-118.331046
75,-118.2606,34.0404,31941,90079,LOS ANGELES,CA,34.0404,-118.2606,34.0404,-118.2606
76,-118.25824,34.0484060000001,31942,90081,LOS ANGELES,CA,34.048406,-118.25824,34.048406,-118.25824
77,-118.2848,33.9972000000001,31943,90082,LOS ANGELES,CA,33.9972,-118.2848,33.9972,-118.2848
78,-118.379206,33.9708410000001,31944,90083,LOS ANGELES,CA,33.970841,-118.379206,33.970841,-118.379206
79,-118.236998,34.0583080000001,31945,90086,LOS ANGELES,CA,34.058308,-118.236998,34.058308,-118.236998
80,-118.256432,33.9757000000001,31946,90087,LOS ANGELES,CA,33.9757,-118.256432,33.9757,-118.256432
81,-118.281989,34.021801,31947,90089,LOS ANGELES,CA,34.021801,-118.281989,34.021801,-118.281989
82,-118.156158,33.999064,31948,90091,LOS ANGELES,CA,33.999064,-118.156158,33.999064,-118.156158
83,-118.335284,34.096619,31949,90093,LOS ANGELES,CA,34.096619,-118.335284,34.096619,-118.335284
84,-118.42212182,33.9744943060001,31950,90094,PLAYA VISTA,CA,33.974494306,-118.42212182,33.974494306,-118.42212182
85,-118.447748,34.0673330000001,31951,90095,LOS ANGELES,CA,34.067333,-118.447748,34.067333,-118.447748
86,-118.17317529,33.9692493090001,31952,90201,BELL GARDENS,CA,33.969249309,-118.17317529,33.969249309,-118.17317529
87,-118.149591,33.9692430000001,31953,90202,BELL,CA,33.969243,-118.149591,33.969243,-118.149591
88,-118.393536,34.0732090000001,31954,90209,BEVERLY HILLS,CA,34.073209,-118.393536,34.073209,-118.393536
89,-118.4077226,34.0916168690001,31955,90210,BEVERLY HILLS,CA,34.091616869,-118.4077226,34.091616869,-118.4077226
90,-118.38326154,34.065733489,31956,90211,BEVERLY HILLS,CA,34.065733489,-118.38326154,34.065733489,-118.38326154
91,-118.40001649,34.0619886060001,31957,90212,BEVERLY HILLS,CA,34.061988606,-118.40001649,34.061988606,-118.40001649
92,-118.393536,34.0732080000001,31958,90213,BEVERLY HILLS,CA,34.073208,-118.393536,34.073208,-118.393536
93,-118.23819855,33.889892188,31959,90220,COMPTON,CA,33.889892188,-118.23819855,33.889892188,-118.23819855
94,-118.20456225,33.897098391,31960,90221,COMPTON,CA,33.897098391,-118.20456225,33.897098391,-118.20456225
95,-118.23652399,33.9117967810001,31961,90222,COMPTON,CA,33.911796781,-118.23652399,33.911796781,-118.23652399
96,-118.224383,33.8958710000001,31962,90223,COMPTON,CA,33.895871,-118.224383,33.895871,-118.224383
97,-118.216158,33.890405,31963,90224,COMPTON,CA,33.890405,-118.216158,33.890405,-118.216158
98,-118.39764893,33.9951475440001,31964,90230,CULVER CITY,CA,33.995147544,-118.39764893,33.995147544,-118.39764893
99,-118.395553,33.997242,31965,90231,CULVER CITY,CA,33.997242,-118.395553,33.997242,-118.395553
100,-118.39690819,34.0186295170001,31966,90232,CULVER CITY,CA,34.018629517,-118.39690819,34.018629517,-118.39690819
101,-118.118915,33.9444080000001,31967,90239,DOWNEY,CA,33.944408,-118.118915,33.944408,-118.118915
102,-118.11870668,33.9570239770001,31968,90240,DOWNEY,CA,33.957023977,-118.11870668,33.957023977,-118.11870668
103,-118.1326591,33.9411580390001,31969,90241,DOWNEY,CA,33.941158039,-118.1326591,33.941158039,-118.1326591
104,-118.14061029,33.9215606450001,31970,90242,DOWNEY,CA,33.921560645,-118.14061029,33.921560645,-118.14061029
105,-118.41101411,33.924355717,31971,90245,EL SEGUNDO,CA,33.924355717,-118.41101411,33.924355717,-118.41101411
106,-118.29808128,33.89146163,31972,90247,GARDENA,CA,33.89146163,-118.29808128,33.89146163,-118.29808128
107,-118.29312478,33.8740640190001,31973,90248,GARDENA,CA,33.874064019,-118.29312478,33.874064019,-118.29312478
108,-118.32019598,33.9001056440001,31974,90249,GARDENA,CA,33.900105644,-118.32019598,33.900105644,-118.32019598
109,-118.34792825,33.9129867820001,31975,90250,HAWTHORNE,CA,33.912986782,-118.34792825,33.912986782,-118.34792825
110,-118.361273,33.917292,31976,90251,HAWTHORNE,CA,33.917292,-118.361273,33.917292,-118.361273
111,-118.39649305,33.864223382,31977,90254,HERMOSA BEACH,CA,33.864223382,-118.39649305,33.864223382,-118.39649305
112,-118.21744577,33.9772922500001,31978,90255,HUNTINGTON PARK,CA,33.97729225,-118.21744577,33.97729225,-118.21744577
113,-118.35213032,33.888446958,31979,90260,LAWNDALE,CA,33.888446958,-118.35213032,33.888446958,-118.35213032
114,-118.20173769,33.924018232,31980,90262,LYNWOOD,CA,33.924018232,-118.20173769,33.924018232,-118.20173769
115,-118.809027,34.0212250000001,31981,90264,MALIBU,CA,34.021225,-118.809027,34.021225,-118.809027
116,-118.74887061,34.0374717550001,31982,90265,MALIBU,CA,34.037471755,-118.74887061,34.037471755,-118.74887061
117,-118.40193845,33.8902704290001,31983,90266,MANHATTAN BEACH,CA,33.890270429,-118.40193845,33.890270429,-118.40193845
118,-118.396101,33.886061,31984,90267,MANHATTAN BEACH,CA,33.886061,-118.396101,33.886061,-118.396101
119,-118.18840788,33.988762363,31985,90270,MAYWOOD,CA,33.988762363,-118.18840788,33.988762363,-118.18840788
120,-118.53663693,34.0505745770001,31986,90272,PACIFIC PALISADES,CA,34.050574577,-118.53663693,34.050574577,-118.53663693
121,-118.37579637,33.7795518680001,31987,90274,PALOS VERDES PENINSULA,CA,33.779551868,-118.37579637,33.779551868,-118.37579637
122,-118.36611298,33.76252349,31988,90275,RANCHO PALOS VERDES,CA,33.76252349,-118.36611298,33.76252349,-118.36611298
123,-118.38494692,33.832515727,31989,90277,REDONDO BEACH,CA,33.832515727,-118.38494692,33.832515727,-118.38494692
124,-118.37235308,33.870984435,31990,90278,REDONDO BEACH,CA,33.870984435,-118.37235308,33.870984435,-118.37235308
125,-118.20048681,33.94593336,31991,90280,SOUTH GATE,CA,33.94593336,-118.20048681,33.94593336,-118.20048681
126,-118.60341686,34.1018377730001,31992,90290,TOPANGA,CA,34.101837773,-118.60341686,34.101837773,-118.60341686
127,-118.4650094,33.993210194,31993,90291,VENICE,CA,33.993210194,-118.4650094,33.993210194,-118.4650094
128,-118.45142858,33.979956293,31994,90292,MARINA DEL REY,CA,33.979956293,-118.45142858,33.979956293,-118.45142858
129,-118.43850884,33.957589651,31995,90293,PLAYA DEL REY,CA,33.957589651,-118.43850884,33.957589651,-118.43850884
130,-118.469402,33.988169,31996,90294,VENICE,CA,33.988169,-118.469402,33.988169,-118.469402
131,-118.44027649,33.975251025,31997,90295,MARINA DEL REY,CA,33.975251025,-118.44027649,33.975251025,-118.44027649
132,-118.447954,33.959277,31998,90296,PLAYA DEL REY,CA,33.959277,-118.447954,33.959277,-118.447954
133,-118.35583006,33.9560787620001,31999,90301,INGLEWOOD,CA,33.956078762,-118.35583006,33.956078762,-118.35583006
134,-118.35728211,33.974432332,32000,90302,INGLEWOOD,CA,33.974432332,-118.35728211,33.974432332,-118.35728211
135,-118.33210553,33.936651446,32001,90303,INGLEWOOD,CA,33.936651446,-118.33210553,33.936651446,-118.33210553
136,-118.35390556,33.9371639890001,32002,90304,INGLEWOOD,CA,33.937163989,-118.35390556,33.937163989,-118.35390556
137,-118.32756736,33.9588727760001,32003,90305,INGLEWOOD,CA,33.958872776,-118.32756736,33.958872776,-118.32756736
138,-118.351392,33.95939,32004,90306,INGLEWOOD,CA,33.95939,-118.351392,33.95939,-118.351392
139,-118.351392,33.95939,32005,90307,INGLEWOOD,CA,33.95939,-118.351392,33.95939,-118.351392
140,-118.351392,33.95939,32006,90308,INGLEWOOD,CA,33.95939,-118.351392,33.95939,-118.351392
141,-118.35163627,33.959951301,32007,90309,INGLEWOOD,CA,33.959951301,-118.35163627,33.959951301,-118.35163627
142,-118.322843,33.930889,32008,90310,INGLEWOOD,CA,33.930889,-118.322843,33.930889,-118.322843
143,-118.49225894,34.0168321720001,32009,90401,SANTA MONICA,CA,34.016832172,-118.49225894,34.016832172,-118.49225894
144,-118.50555723,34.0326694550001,32010,90402,SANTA MONICA,CA,34.032669455,-118.50555723,34.032669455,-118.50555723
145,-118.49468517,34.0278625810001,32011,90403,SANTA MONICA,CA,34.027862581,-118.49468517,34.027862581,-118.49468517
146,-118.47432545,34.027626673,32012,90404,SANTA MONICA,CA,34.027626673,-118.47432545,34.027626673,-118.47432545
147,-118.47401035,34.0093796420001,32013,90405,SANTA MONICA,CA,34.009379642,-118.47401035,34.009379642,-118.47401035
148,-118.49698155,34.0093894450001,32014,90406,SANTA MONICA,CA,34.009389445,-118.49698155,34.009389445,-118.49698155
149,-118.490216,34.025692,32015,90408,SANTA MONICA,CA,34.025692,-118.490216,34.025692,-118.490216
150,-118.4862,33.9969,32016,90409,SANTA MONICA,CA,33.9969,-118.4862,33.9969,-118.4862
151,-118.31311365,33.826446295,32017,90501,TORRANCE,CA,33.826446295,-118.31311365,33.826446295,-118.31311365
152,-118.29286738,33.827145536,32018,90502,TORRANCE,CA,33.827145536,-118.29286738,33.827145536,-118.29286738
153,-118.35441407,33.8393780430001,32019,90503,TORRANCE,CA,33.839378043,-118.35441407,33.839378043,-118.35441407
154,-118.33083756,33.8705678490001,32020,90504,TORRANCE,CA,33.870567849,-118.33083756,33.870567849,-118.33083756
155,-118.35100499,33.810985562,32021,90505,TORRANCE,CA,33.810985562,-118.35100499,33.810985562,-118.35100499
156,-118.315754,33.8335680000001,32022,90507,TORRANCE,CA,33.833568,-118.315754,33.833568,-118.315754
157,-118.315754,33.8335680000001,32023,90508,TORRANCE,CA,33.833568,-118.315754,33.833568,-118.315754
158,-118.32898479,33.8294545210001,32024,90510,TORRANCE,CA,33.829454521,-118.32898479,33.829454521,-118.32898479
159,-118.04044896,33.99808196,32025,90601,WHITTIER,CA,33.99808196,-118.04044896,33.99808196,-118.04044896
160,-118.03547966,33.969614941,32026,90602,WHITTIER,CA,33.969614941,-118.03547966,33.969614941,-118.03547966
161,-117.99387229,33.9432103120001,32027,90603,WHITTIER,CA,33.943210312,-117.99387229,33.943210312,-117.99387229
162,-118.01229387,33.9297952480001,32028,90604,WHITTIER,CA,33.929795248,-118.01229387,33.929795248,-118.01229387
163,-118.03530193,33.943199528,32029,90605,WHITTIER,CA,33.943199528,-118.03530193,33.943199528,-118.03530193
164,-118.06609171,33.9768935000001,32030,90606,WHITTIER,CA,33.9768935,-118.06609171,33.9768935,-118.06609171
165,-118.025883,33.9605040000001,32031,90607,WHITTIER,CA,33.960504,-118.025883,33.960504,-118.025883
166,-118.035022,33.980738,32032,90608,WHITTIER,CA,33.980738,-118.035022,33.980738,-118.035022
167,-117.999132,33.9451300000001,32033,90609,WHITTIER,CA,33.94513,-117.999132,33.94513,-117.999132
168,-118.01189623,33.841181664,32034,90620,BUENA PARK,CA,33.841181664,-118.01189623,33.841181664,-118.01189623
169,-117.99522145,33.87289538,32035,90621,BUENA PARK,CA,33.87289538,-117.99522145,33.87289538,-117.99522145
170,-118.00457,33.84662,32036,90622,BUENA PARK,CA,33.84662,-118.00457,33.84662,-118.00457
171,-118.04184853,33.849276854,32037,90623,LA PALMA,CA,33.849276854,-118.04184853,33.849276854,-118.04184853
172,-118.03930412,33.820876119,32038,90630,CYPRESS,CA,33.820876119,-118.03930412,33.820876119,-118.03930412
173,-117.95213723,33.931370142,32039,90631,LA HABRA,CA,33.931370142,-117.95213723,33.931370142,-117.95213723
174,-117.957746,33.9173890000001,32040,90632,LA HABRA,CA,33.917389,-117.957746,33.917389,-117.957746
175,-117.94398758,33.9354924460001,32041,90633,LA HABRA,CA,33.935492446,-117.94398758,33.935492446,-117.94398758
176,-118.003187,33.8954420000001,32042,90637,LA MIRADA,CA,33.895442,-118.003187,33.895442,-118.003187
177,-118.00709519,33.906493262,32043,90638,LA MIRADA,CA,33.906493262,-118.00709519,33.906493262,-118.00709519
178,-118.11279045,34.015158937,32044,90640,MONTEBELLO,CA,34.015158937,-118.11279045,34.015158937,-118.11279045
179,-118.08356752,33.9056115000001,32045,90650,NORWALK,CA,33.9056115,-118.08356752,33.9056115,-118.08356752
180,-118.078154,33.904236,32046,90651,NORWALK,CA,33.904236,-118.078154,33.904236,-118.078154
181,-118.07269,33.9185440000001,32047,90652,NORWALK,CA,33.918544,-118.07269,33.918544,-118.07269
182,-118.08937969,33.988097431,32048,90660,PICO RIVERA,CA,33.988097431,-118.08937969,33.988097431,-118.08937969
183,-118.100209,33.9694230000001,32049,90662,PICO RIVERA,CA,33.969423,-118.100209,33.969423,-118.100209
184,-118.08241204,33.9447646470001,32050,90670,SANTA FE SPRINGS,CA,33.944764647,-118.08241204,33.944764647,-118.08241204
185,-117.99581249,33.801445674,32051,90680,STANTON,CA,33.801445674,-117.99581249,33.801445674,-117.99581249
186,-118.080186,33.866993295,32052,90701,ARTESIA,CA,33.866993295,-118.080186,33.866993295,-118.080186
187,-118.083654,33.8657440000001,32053,90702,ARTESIA,CA,33.865744,-118.083654,33.865744,-118.083654
188,-118.06498376,33.866436665,32054,90703,CERRITOS,CA,33.866436665,-118.06498376,33.866436665,-118.06498376
189,-118.32807856,33.3431419820001,32055,90704,AVALON,CA,33.343141982,-118.32807856,33.343141982,-118.32807856
190,-118.12765378,33.8860404210001,32056,90706,BELLFLOWER,CA,33.886040421,-118.12765378,33.886040421,-118.12765378
191,-118.123837,33.882105,32057,90707,BELLFLOWER,CA,33.882105,-118.123837,33.882105,-118.123837
192,-118.30022894,33.795669274,32058,90710,HARBOR CITY,CA,33.795669274,-118.30022894,33.795669274,-118.30022894
193,-118.143718,33.860258,32059,90711,LAKEWOOD,CA,33.860258,-118.143718,33.860258,-118.143718
194,-118.14646537,33.8515443750001,32060,90712,LAKEWOOD,CA,33.851544375,-118.14646537,33.851544375,-118.14646537
195,-118.11264631,33.8477343320001,32061,90713,LAKEWOOD,CA,33.847734332,-118.11264631,33.847734332,-118.11264631
196,-118.1317,33.8534000000001,32062,90714,LAKEWOOD,CA,33.8534,-118.1317,33.8534,-118.1317
197,-118.07713821,33.840117773,32063,90715,LAKEWOOD,CA,33.840117773,-118.07713821,33.840117773,-118.07713821
198,-118.07240776,33.8299457620001,32064,90716,HAWAIIAN GARDENS,CA,33.829945762,-118.07240776,33.829945762,-118.07240776
199,-118.31803504,33.7937208320001,32065,90717,LOMITA,CA,33.793720832,-118.31803504,33.793720832,-118.31803504
200,-118.07046439,33.7974147410001,32066,90720,LOS ALAMITOS,CA,33.797414741,-118.07046439,33.797414741,-118.07046439
201,-118.06926,33.808024,32067,90721,LOS ALAMITOS,CA,33.808024,-118.06926,33.808024,-118.06926
202,-118.16402073,33.896944036,32068,90723,PARAMOUNT,CA,33.896944036,-118.16402073,33.896944036,-118.16402073
203,-118.29242426,33.731964802,32069,90731,SAN PEDRO,CA,33.731964802,-118.29242426,33.731964802,-118.29242426
204,-118.31088602,33.743177432,32070,90732,SAN PEDRO,CA,33.743177432,-118.31088602,33.743177432,-118.31088602
205,-118.280473,33.736789,32071,90733,SAN PEDRO,CA,33.736789,-118.280473,33.736789,-118.280473
206,-118.3115,33.7666,32072,90734,SAN PEDRO,CA,33.7666,-118.3115,33.7666,-118.3115
207,-118.08702153,33.760297768,32073,90740,SEAL BEACH,CA,33.760297768,-118.08702153,33.760297768,-118.08702153
208,-118.06994684,33.717378388,32074,90742,SUNSET BEACH,CA,33.717378388,-118.06994684,33.717378388,-118.06994684
209,-118.2669304,33.785560995,32075,90744,WILMINGTON,CA,33.785560995,-118.2669304,33.785560995,-118.2669304
210,-118.26929708,33.8242255960001,32076,90745,CARSON,CA,33.824225596,-118.26929708,33.824225596,-118.26929708
211,-118.25632247,33.8601043420001,32077,90746,CARSON,CA,33.860104342,-118.25632247,33.860104342,-118.25632247
212,-118.262677,33.7831570000001,32078,90748,WILMINGTON,CA,33.783157,-118.262677,33.783157,-118.262677
213,-118.26347017,33.8385797820001,32079,90749,CARSON,CA,33.838579782,-118.26347017,33.838579782,-118.26347017
214,-118.16673371,33.798643838,32080,90755,SIGNAL HILL,CA,33.798643838,-118.16673371,33.798643838,-118.16673371
215,-118.18928,33.7705250000001,32081,90801,LONG BEACH,CA,33.770525,-118.18928,33.770525,-118.18928
216,-118.18374371,33.7695565180001,32082,90802,LONG BEACH,CA,33.769556518,-118.18374371,33.769556518,-118.18374371
217,-118.13600682,33.7616569460001,32083,90803,LONG BEACH,CA,33.761656946,-118.13600682,33.761656946,-118.13600682
218,-118.15329998,33.78228771,32084,90804,LONG BEACH,CA,33.78228771,-118.15329998,33.78228771,-118.15329998
219,-118.18152986,33.8627725310001,32085,90805,LONG BEACH,CA,33.862772531,-118.18152986,33.862772531,-118.18152986
220,-118.19196802,33.7993586530001,32086,90806,LONG BEACH,CA,33.799358653,-118.19196802,33.799358653,-118.19196802
221,-118.18169599,33.8328037590001,32087,90807,LONG BEACH,CA,33.832803759,-118.18169599,33.832803759,-118.18169599
222,-118.11318397,33.82486292,32088,90808,LONG BEACH,CA,33.82486292,-118.11318397,33.82486292,-118.11318397
223,-118.148095,33.801073,32089,90809,LONG BEACH,CA,33.801073,-118.148095,33.801073,-118.148095
224,-118.21583903,33.811685149,32090,90810,LONG BEACH,CA,33.811685149,-118.21583903,33.811685149,-118.21583903
225,-118.18446504,33.781356456,32091,90813,LONG BEACH,CA,33.781356456,-118.18446504,33.781356456,-118.18446504
226,-118.14919443,33.771277485,32092,90814,LONG BEACH,CA,33.771277485,-118.14919443,33.771277485,-118.14919443
227,-118.12107953,33.794516699,32093,90815,LONG BEACH,CA,33.794516699,-118.12107953,33.794516699,-118.12107953
228,-118.199367,33.768469,32094,90832,LONG BEACH,CA,33.768469,-118.199367,33.768469,-118.199367
229,-118.136302,33.7608023220001,32095,90853,LONG BEACH,CA,33.760802322,-118.136302,33.760802322,-118.136302
230,-118.13946663,34.191261108,32096,91001,ALTADENA,CA,34.191261108,-118.13946663,34.191261108,-118.13946663
231,-118.131558,34.184991,32097,91003,ALTADENA,CA,34.184991,-118.131558,34.184991,-118.131558
232,-118.02524636,34.131411198,32098,91006,ARCADIA,CA,34.131411198,-118.02524636,34.131411198,-118.02524636
233,-118.0531056,34.1265752680001,32099,91007,ARCADIA,CA,34.126575268,-118.0531056,34.126575268,-118.0531056
234,-117.96333937,34.1493133290001,32100,91008,DUARTE,CA,34.149313329,-117.96333937,34.149313329,-117.96333937
235,-117.966638,34.1389790000001,32101,91009,DUARTE,CA,34.138979,-117.966638,34.138979,-117.966638
236,-117.96535202,34.137766244,32102,91010,DUARTE,CA,34.137766244,-117.96535202,34.137766244,-117.96535202
237,-118.20162246,34.2093672390001,32103,91011,LA CANADA FLINTRIDGE,CA,34.209367239,-118.20162246,34.209367239,-118.20162246
238,-118.191919,34.2007360000001,32104,91012,LA CANADA FLINTRIDGE,CA,34.200736,-118.191919,34.200736,-118.191919
